n_farms,n_vars,gurobi_time,gurobi_obj,quantum_time,quantum_obj,qpu_time,speedup,gap_percent,gurobi_crops,quantum_crops
25,450,0.05954253673553467,12.192437355905401,34.79099190235138,-18.762720217885374,0.5955140000000001,0.00171143544578016,253.88818224108127,7.0,16.0
50,900,0.09185421466827393,23.42380780256358,67.84929287433624,-42.242940524887345,1.1910324000000003,0.001353797670941055,280.34190205515665,10.0,16.0
100,1800,0.15556645393371582,45.934261294125385,136.86909294128418,-94.57974243092335,2.3820734000000003,0.0011366076196651107,305.9023913007159,13.0,16.0
