scenario,n_farms,n_foods,n_vars,gurobi_time,gurobi_obj,quantum_time,quantum_obj,qpu_time,speedup,gap_percent,gurobi_crops,quantum_crops
rotation_micro_25,5,6,90,5.387104034423828,6.111879116527149,15.140972137451172,4.3820050533903965,0.11910467999999999,0.3557964432877354,28.303473124312866,0,9.0
rotation_medium_100,20,6,360,100.17076897621155,16.898640662834623,78.62870240211487,4.323122469242334,0.47645552,1.273972047305683,74.41733595323896,0,9.0
rotation_50farms_6foods,50,6,900,100.36191987991333,41.96077153754305,198.65770816802979,5.431963673662117,1.1911436,0.5052002301115074,87.05466206978095,0,9.0
