scenario,n_farms,n_foods,n_vars,gurobi_time,gurobi_obj,quantum_time,quantum_obj,qpu_time,speedup,gap_percent,gurobi_crops,quantum_crops
rotation_micro_25,5,6,90,6.073413133621216,6.111879116527149,18.916534900665283,4.074588329212405,0.0,0.32106372364251645,33.33329649478342,0,9.0
rotation_medium_100,20,6,360,100.18147206306458,16.898640662834623,75.16176199913025,3.779663219736859,0.0,1.332878173667933,77.63332983315328,0,9.0
