scenario,n_farms,n_foods,n_vars,gurobi_time,gurobi_obj,quantum_time,quantum_obj,qpu_time,speedup,gap_percent,gurobi_crops,quantum_crops
rotation_micro_25,5,6,90,6.5435569286346436,4.936750976100356,9.289917945861816,4.045194364831596,0.11909628,0.7043718757009543,18.05958241736187,0,9.0
