scenario,n_farms,n_foods,n_vars,gurobi_time,gurobi_obj,quantum_time,quantum_obj,qpu_time,speedup,gap_percent,gurobi_crops,quantum_crops
rotation_micro_25,5,6,90,0.6141550540924072,5.138354276366847,10.518296957015991,3.87696851923344,0.07939752,0.058389210401855886,24.548438844222503,0,9.0
